store_product_id,canonical_product_id,alt_group_id,category,subcategory,product_name,brand,size,unit,pack_count,price_eur,promo_price_eur,currency,availability,store_name,city,last_updated,barcode,notes
LID-00148,CP0148,ALT0148,Household,Cleaning,Cien Multi Surface Cleaner Premium,Cien,750,ml,2,5.37,,EUR,,Lidl,Milan,2026-04-14,9376184787005,seasonal item
LID-00149,CP0149,ALT0149,Household,CLEANING, Bleach Premium 1.5l ,Milbona,,l,1,"5,01",,eur,in stock,Lidl,Milano,2026-01-06,2911179931365,new
LID-00150,CP0150,ALT0150,Personal Care,Shampoo,Shampoo Premium,W5,375.0,ml,4,4.68,,eur,available,Lidl,Milano,2026-04-14 20:10:00,2071002194672,new
LID-00151,CP0151,ALT0151,Personal Care,Shampoo,Conditioner Premium 250ml,bellarom,250,,1,5.58,,EUR,low stock,Lidl,Milan,03/03/2026,3127722005436,seasonal item
LID-00152,CP0152,ALT0152,Personal Care,Soap, Hand Soap Premium 450ml ,Ferrero,450.0,ml,1,"2,44",,€,limited,Lidl,milan,02-04-2026,6317970623972,
LID-00153,CP0153,ALT0153,Personal Care,Soap,Body Wash Premium 500ml,COMBINO,500,ml,2, 4.49 ,,eur,OUT OF STOCK,Lidl,Milan,17/02/2026,8739774063356,private label
LID-00154,CP0154,ALT0154,Personal Care,Toothpaste,Combino Toothpaste Premium,Combino,75,ml,1,"€2,41",,EUR,,Lidl,Milan,15/04/2026,1074279907726,check allergen label
LID-00155,CP0155,ALT0155,Dairy,Mozzarella,Mozzarella Bio 156.25g,De Cecco,156.25,g,6,"1,16",,EUR,low stock,Lidl,Milano,2026-02-25,5790552818325,private label
LID-00156,CP0156,ALT0156,Dairy,Mozzarella,Mozzarella di Bufala Bio 156.25g,Chef Select,156.25,g,2,EUR 2.53,,Euro,low stock,Lidl,Milano,2026-03-02 01:26:00,7951371162411,new
LID-00157,CP0157,ALT0157,Dairy,Mozzarella,Fior di latte mozzarella Bio - Chef Select,Chef Select,200,g,1,2.75,,€,limited,LIDL,milan,2026/03/10 05:39,8877492424375,limited edition
LID-00158,CP0158,ALT0158,Dairy,Yogurt,Greek Yogurt Bio - Italiamo,Italiamo,255.0,g,3,1.99, 1.85 ,eur,available,Lidl,Milan,2026-04-05,5257828410672,seasonal item
LID-00159,CP0159,ALT0159,Dairy,Yogurt, Strawberry Yogurt Bio - Cien ,Cien,2,pcs,3,2.15,,Euro,OUT OF STOCK,Lidl,MILANO,2026-01-06 22:52:00,0693751509398,imported
LID-00160,CP0160,ALT0160,Dairy,Yogurt,Plain Yogurt Bio - Bellarom ,Bellarom,500,g,1,EUR 2.71,,eur,,Lidl,milan,2026/03/13 13:00,4781376742662,promo shelf
LID-00161,CP0161,ALT0161,Dairy,Milk,Whole Milk Bio - Milbona,Milbona,,l,4,"2,02",,Euro,,Lidl,Milan,06-04-2026,7049478730024,
LID-00162,CP0162,ALT0162,dairy,Milk,Lavazza Semi-skimmed Milk Bio,Lavazza,1,l,8,EUR 2.79,,€,,Lidl,Milano,2026-03-15 07:14:00,,new
LID-00163,CP0163,ALT0163,dairy,Milk,Aia Lactose Free Milk Bio,Aia,0.75,l,4,2.00,,eur,,Lidl,Milano,2026/02/14 18:26,4451895202845,seasonal item
LID-00164,CP0164,ALT0164,Dairy,Butter,Unsalted Butter Bio,W5,250,g,2,1.46,EUR 1.21,Euro,in stock,Lidl,Milan,2026/01/03 23:30,5279852401322,promo shelf
LID-00165,CP0165,ALT0165, Dairy,Butter,Salted Butter Bio - Freshona,Freshona,312.5,g,1,EUR 2.95,,EUR,OUT OF STOCK,lidl,Milano,2026-01-25,3932501249552,
LID-00166,CP0166,ALT0166,Dairy,Cheese,Chef Select Parmigiano Reggiano Bio , Chef Select ,200,g,2,2.55,,eur,available,Lidl,Milano,08-04-2026,3615171827548,limited edition
LID-00167,CP0167,ALT0167,Dairy,Cheese,Gorgonzola Bio,Milbona,112.5,g,3,EUR 1.86,,€,limited, Lidl ,MILANO,04-02-2026,1126691215353,imported
LID-00168,CP0168,ALT0168,Dairy,Cheese,W5 Ricotta Bio,W5,250,g,3,EUR 1.93,,EUR,in stock,Lidl,MILANO,2026-04-02,0170269524991,check allergen label
LID-00169,CP0169,ALT0169,Bakery,Bread,Whole Wheat Bread Bio 750g,Bellarom,750.0,g,,EUR 1.70,,EUR,available,Lidl,MILANO,2026-03-06,4276246719788,promo shelf
LID-00170,CP0170,ALT0170,Bakery,Bread,Ciabatta Bio - Sondey,Sondey ,300,g,6,2.08,,€,available,Lidl,milan,2026-03-17,3349114152085,private label
LID-00171,CP0171,ALT0171,Bakery,Bread,Sandwich Bread Bio 550g, Galbani,550,g,4,"€2,70",,€,limited,Lidl,milan,2026-03-07,8344049639191,check allergen label
LID-00172,CP0172,ALT0172,Bakery,Croissants,Freshona Butter Croissant Bio,Freshona,7.5,pcs,4,EUR 2.36,,€,low stock,Lidl,Milan,2026-01-09 23:20:00,9737489690835,
LID-00173,CP0173,ALT0173,Bakery,Croissants,Chocolate Croissant Bio - Chef Select,Chef Select,7.5,pcs,6,"2,84",,€,,Lidl,MILANO,01/04/2026,,private label
LID-00174,CP0174,ALT0174,Bakery,Cookies,Chocolate Chip Cookies Bio 375g,Freshona,375.0,g,1,3.29,,Euro,in stock,Lidl,milan,2026-02-13,6516231981898,new
LID-00175,CP0175,ALT0175,Bakery,Cookies,Digestive Biscuits Bio - Combino,Combino,400,g,6,"€2,85",,EUR,available,Lidl,Milano,22-03-2026,4257540900348,new
LID-00176,CP0176,ALT0176,Produce,Tomatoes,Cien Cherry Tomatoes Bio,Cien,500,g,1,"1,94",,Euro,,Lidl,MILANO,2026-01-20,7765612481569,check allergen label
LID-00177,CP0177,ALT0177,PRODUCE,Tomatoes,Round Tomatoes Bio,Bellarom,1,kg,8,1.48,"€1,27",Euro,OUT OF STOCK,Lidl,Milan,2026-03-29 18:17:00,4316526693008,seasonal item
LID-00178,CP0178,ALT0178,Produce,Salad,Chef Select Iceberg Lettuce Bio,Chef Select,1,pcs,1,1.86,,EUR,,Lidl,MILANO,2026-01-16,3344762639343,
LID-00179,CP0179,ALT0179,Produce,Salad,rocket salad bio - w5, W5,187.5,g,2,1.94,,Euro,,Lidl,milan,2026-04-22,,private label
LID-00180,CP0180,ALT0180,Produce,Apples,Golden Apples Bio,Sondey,1.5,kg,1,"€3,51",,EUR,low stock,Lidl,Milan,2026/02/26 08:01,2158624150274,
LID-00181,CP0181,ALT0181,Produce,Apples,Pink Lady Apples Bio,W5,1,kg,3,2.00,,Euro,in stock,Lidl,Milano,02-04-2026,7617075877712,promo shelf
LID-00182,CP0182,ALT0182,Produce,Bananas,Bananas Bio - Combino,Combino,1.5,kg,3,EUR 1.82,,€,in stock,Lidl,Milano,2026-03-12,2017774905097,new
LID-00183,CP0183,ALT0183,Produce,Potatoes,Potatoes Bio - Aia,Aia,2.5,kg,4,EUR 1.53,,EUR,in stock,Lidl,Milan,13/03/2026,7649251583776,
LID-00184,CP0184,ALT0184,Meat,Chicken,W5 Chicken Breast Bio,W5,600.0,g,6,EUR 7.03,,EUR,OUT OF STOCK,Lidl,Milano,05/01/2026,4386490810818,check allergen label
LID-00185,CP0185,ALT0185, Meat ,Chicken,Chicken Thighs Bio 625g,Milbona,625.0,g,1,5.85,"€4,47",Euro,,Lidl,milan,19/03/2026,,promo shelf
LID-00186,CP0186,ALT0186,Meat,Beef,Freshona Minced Beef Bio,Freshona,400,g,1, 3.18 ,,€,,Lidl,MILANO,19/01/2026,3103037236831,seasonal item
LID-00187,CP0187,ALT0187,Meat,Beef,Beef Steak Bio - Parmalat,Parmalat,300,g,8,3.20, 2.36 ,EUR,in stock,Lidl,MILANO,2026-03-09 08:13:00,8407678997308,imported
LID-00188,CP0188,ALT0188,Meat,Cured Meats,Prosciutto Cotto Bio,Aia,120,g,8,"4,39",,Euro,OUT OF STOCK,Lidl,Milan,2026-02-15 02:39:00,7246657293417,
LID-00189,CP0189,ALT0189,Meat,Cured Meats,Salame Milano Bio - W5,W5,150.0,g,8,"3,58",,EUR,in stock,Lidl,Milano,2026-02-11 16:53:00,4550842891077,limited edition
LID-00190,CP0190,ALT0190,Pantry,Pasta,Milbona Spaghetti Bio,Milbona,625.0,g,1,3.28,,Euro,,Lidl,Milan,08/02/2026,3760375482145,promo shelf
LID-00191,CP0191,ALT0191,Pantry,Pasta,Penne Rigate Bio,W5,375.0,g,6,2.32,,EUR,available,Lidl,Milano,2026-01-30,6260602908466,new
LID-00192,CP0192,ALT0192,Pantry,Pasta,Fusilli Bio,Bellarom,375.0,g,3,"€2,50",,Euro,,Lidl,MILANO,2026/01/22 17:04,8562884318848,promo shelf
LID-00193,CP0193,ALT0193,Pantry,rice,Cien Carnaroli Rice Bio ,Cien,0.75,kg,6,3.23,EUR 2.89,€,low stock,Lidl,MILANO,2026-03-19 16:09:00,8935449268315,promo shelf
LID-00194,CP0194,ALT0194,Pantry,Rice,Basmati Rice Bio,Chef Select,1,kg,6,EUR 2.06,,Euro,OUT OF STOCK,Lidl,MILANO,06-03-2026,6228277288137,
LID-00195,CP0195,ALT0195,Pantry,Sauce,Tomato Passata Bio,Combino,700,ml,1, 1.99 ,,Euro,in stock,Lidl,Milan,2026-01-21,4432701851067,
LID-00196,CP0196,ALT0196,Pantry,Sauce,Pesto Genovese Bio,Sondey,237.5,g,1,"€2,92",,Euro,available,Lidl,MILANO,19-03-2026,1209481813989,seasonal item
LID-00197,CP0197,ALT0197,Pantry,Oil,Extra Virgin Olive Oil Bio - Bellarom,Bellarom,1.5,l,1,"€3,00","€2,59",€,available,Lidl,MILANO,11-01-2026,0856411182422,
LID-00198,CP0198,ALT0198,Pantry,Oil,Sunflower Oil Bio - Combino,COMBINO,0.75,l,4,2.75,2.35,eur,limited,Lidl,Milan,2026-02-27 07:12:00,1405786170630,seasonal item
LID-00199,CP0199,ALT0199,Pantry,Flour,Aia All Purpose Flour Bio,Aia,1.25,kg,3,"3,13",,eur,low stock,Lidl,MILANO,26-04-2026,9420074946539,check allergen label
LID-00200,CP0200,ALT0200,Pantry,Flour,Freshona 00 Flour Bio,Freshona,1.25,kg,1,3.08,2.23,Euro,OUT OF STOCK,Lidl,milan,2026-03-19 17:31:00,2097002687681,seasonal item
LID-00201,CP0201,ALT0201,Pantry,Sugar,Milbona White Sugar Bio,Milbona,1.5,kg,1,3.82,,EUR,available,Lidl,Milan,2026-03-06,5319433750479,private label
LID-00202,CP0202,ALT0202,PANTRY,Sugar,brown sugar bio 1.25kg,W5,1.25,kg,2,3.17,,eur,, Lidl ,milan,03-02-2026,,seasonal item
LID-00203,CP0203,ALT0203,Pantry,Coffee,Ground Coffee Bio,Italiamo,375.0,g,8,EUR 4.29, 3.73 ,EUR,available,Lidl,Milano,2026-01-09,3613325411076,imported
LID-00204,CP0204,ALT0204,Pantry,Coffee,Coffee Beans Bio,Cien ,500,g,1,"€2,92",,EUR,in stock,Lidl,Milano,2026-03-14,0704961108046,private label
LID-00205,CP0205,ALT0205,Pantry,Cereal,Corn Flakes Bio - W5,W5,562.5,g,8,3.75,,Euro,low stock,Lidl,Milan,2026-04-18 21:00:00,9392845679723,check allergen label
LID-00206,CP0206,ALT0206,Pantry,Cereal,Milbona Muesli Bio,Milbona,562.5,g,4,3.21,,eur,in stock,Lidl,Milano,08/03/2026,3153779599594,limited edition
LID-00207,CP0207,ALT0207,Frozen,Pizza,Combino Margherita Pizza Bio,Combino,262.5,g,1,4.62,EUR 3.49,eur,in stock,Lidl,Milano,2026-03-17,7395003342342,new
LID-00208,CP0208,ALT0208,Frozen,Pizza,Vegetable Pizza Bio - Rio Mare,Rio Mare,570.0,g,1,EUR 2.13,,eur,OUT OF STOCK,Lidl,Milan,2026-01-01 07:09:00,1122338655963,
LID-00209,CP0209,ALT0209,Frozen,Vegetables,Frozen Peas Bio,Chef Select,450,g,1,3.12,"2,80",Euro,,Lidl,milan,27/02/2026,5877749690333,promo shelf
LID-00210,CP0210,ALT0210,Frozen,Vegetables,Frozen Spinach Bio 450g,Chef Select,450,g,1,3.44,,Euro,low stock,Lidl,MILANO,05-03-2026,7546027341514,private label
LID-00211,CP0211,ALT0211,Frozen,Fish,Bellarom Frozen Salmon Fillets Bio,Bellarom,300.0,g,1, 5.06 ,"3,63",eur,,Lidl,milan,2026/04/30 14:42,6690782633373,promo shelf
LID-00212,CP0212,ALT0212,Frozen,Fish,Fish Fingers Bio 300g,Bellarom,300,g,,"3,56",,eur,OUT OF STOCK,Lidl,Milano,2026/02/27 02:07,6668459090225,new
LID-00213,CP0213,ALT0213,Beverages,Water,Still Water Bio 1.88l,W5,1.88,l,2,"€1,46",,eur,in stock,Lidl,MILANO,2026-04-28,6433481705802,imported
LID-00214,CP0214,ALT0214,Beverages,Water,Sparkling Water Bio 1.5l,Galbani,1.5,l,8,1.06,,€,low stock,Lidl,MILANO,27/03/2026,6938597779014,
LID-00215,CP0215,ALT0215,Beverages,Juice,Orange Juice Bio,Sondey,1.25,l,1,"€1,91",,EUR,available,Lidl,Milano,2026-04-01 18:43:00,1376815118567,check allergen label
LID-00216,CP0216,ALT0216,Beverages,Juice,W5 Apple Juice Bio,W5,0.75,l,8,"1,01",,€,,Lidl,MILANO,2026-03-03 21:55:00,7274220912418,check allergen label
LID-00217,CP0217,ALT0217,Beverages,Soft Drinks,Combino Cola Bio,Combino,1.5,l,1,"€0,92",0.75,EUR,available,Lidl,MILANO,2026-04-25,3353310600531,new
LID-00218,CP0218,ALT0218,Beverages,Soft Drinks,Lemon Soda Bio - Chef Select,Chef Select,2.25,l,4,"0,96",,EUR,OUT OF STOCK,Lidl,Milano,2026-03-11,7314950136497,private label
LID-00219,CP0219,ALT0219,Beverages,Tea,Green Tea Bio - Milbona,Milbona,20,pcs,6, 1.04 ,,EUR,low stock,Lidl,MILANO,14/03/2026,0309143639102,seasonal item
LID-00220,CP0220,ALT0220,Beverages,Tea,Black Tea Bio - Freshona,Freshona,37.5,pcs,8, 1.19 ,1.11,eur,,Lidl,Milan,05/04/2026,3968527017130,private label
LID-00221,CP0221,ALT0221,Household,Detergent,Dish Soap Bio - Combino,Combino,562.5,ml,2,"€3,12",,eur,OUT OF STOCK,Lidl,MILANO,09-02-2026,5662776896270,new
LID-00222,CP0222,ALT0222,Household,Detergent,W5 Laundry Detergent Bio,W5,1.5,l,1,5.99,,€,limited,Lidl,Milan,2026-04-12,5766656749160,promo shelf
LID-00223,CP0223,ALT0223,Household,Paper,Toilet Paper Bio 12pcs,Milbona,12.0,pcs,3,3.07,,Euro,in stock,Lidl,milan,2026-02-10,2497243992011,private label
LID-00224,CP0224,ALT0224,Household,Paper,Kitchen Towels Bio 6pcs,W5,6.0,pcs,6, 6.19 ,5.74,EUR,in stock,Lidl,milan,17/01/2026,6402701168646,seasonal item
LID-00225,CP0225,ALT0225,Household,CLEANING,Multi Surface Cleaner Bio - De Cecco,De Cecco,750,ml,8,EUR 3.21,3.01,EUR,,Lidl,milan,2026/04/21 11:53,,new
LID-00226,CP0226,ALT0226,Household,Cleaning,Bleach Bio 2l,Sondey ,2,l,1,EUR 5.37,EUR 4.12,€,low stock,Lidl,milan,03/02/2026,6690551076209,
LID-00227,CP0227,ALT0227,Personal Care,Shampoo,Shampoo Bio,Mutti,250,ml,, 4.92 ,4.00,€,,Lidl,MILANO,2026-03-11,7164932898027,promo shelf
LID-00228,CP0228,ALT0228,Personal Care,Shampoo,Conditioner Bio 250ml,Freshona,250,ml,2,"3,83", 3.32 ,Euro,OUT OF STOCK,Lidl,milan,2026-02-05,8715399156686,new
LID-00229,CP0229,ALT0229,Personal Care,Soap,Hand Soap Bio,Chef Select,450.0,ml,2,"€2,65",,eur,available,Lidl,milan,23/01/2026,9931608752437,
LID-00230,CP0230,ALT0230,Personal Care,Soap,Body Wash Bio,Combino,750.0,ml,1,"4,61",,Euro,OUT OF STOCK,Lidl,MILANO,24/04/2026,3027642086567,private label
LID-00231,CP0231,ALT0231,Personal Care,Toothpaste, Toothpaste Bio 56.25ml ,W5,56.25,ml,2,3.26,,eur,low stock,Lidl,MILANO,25/03/2026,3059126620157,promo shelf
LID-00232,CP0232,ALT0232,Dairy,Mozzarella,Milbona Mozzarella Family Pack,Milbona,187.5,g,1,2.34,,EUR,available,Lidl,MILANO,27-03-2026,1111783099974,check allergen label
LID-00233,CP0233,ALT0233,Dairy,Mozzarella ,Mozzarella di Bufala Family Pack - Milbona,Milbona,125,,3,"€2,98",,Euro,in stock,Lidl,Milano,2026-01-25,9208751029321,seasonal item
LID-00234,CP0234,ALT0234,Dairy,Mozzarella,Italiamo Fior di latte mozzarella Family Pack,Italiamo,250.0,g,1, 2.08 ,,Euro,limited,Lidl,milan,2026-02-24 12:22:00,1030324329839,check allergen label
LID-00235,CP0235,ALT0235,Dairy,Yogurt,greek yogurt family pack 127.5g,Combino,127.5,g,1,1.63,,eur,,Lidl,Milan,09-03-2026,9314181861515,check allergen label
LID-00236,CP0236,ALT0236,Dairy,Yogurt,Strawberry Yogurt Family Pack - Freshona,Freshona,1.5,pcs,2,EUR 1.57,1.25,€,,Lidl,milan,2026-02-20,2562588967924,check allergen label
LID-00237,CP0237,ALT0237,Dairy,Yogurt,Plain Yogurt Family Pack - Mutti,Mutti,500,g,3,EUR 1.42,,eur,available,Lidl,MILANO,26-02-2026,3414651113129,
LID-00238,CP0238,ALT0238,Dairy,Milk,Whole Milk Family Pack 1l,Barilla,1,l,,"1,18",,EUR,,Lidl,milan,2026-03-31 00:18:00,0972832152850,imported
LID-00239,CP0239,ALT0239,Dairy,Milk,Semi-skimmed Milk Family Pack - W5,W5,1,l,,1.37,,eur,OUT OF STOCK,Lidl,Milano,2026-01-02 09:03:00,0509754510526,promo shelf
LID-00240,CP0240,ALT0240,Dairy,Milk,Lactose Free Milk Family Pack 0.75l,Milbona,0.75,l,1, 1.31 ,,€,available,Lidl,milan,18-04-2026,5605313402665,check allergen label
LID-00241,CP0241,ALT0241,Dairy,Butter,Unsalted Butter Family Pack - Combino,Combino,250,g,1,EUR 2.91,,Euro,limited,Lidl,Milano,20/01/2026,0305690674471,check allergen label
LID-00242,CP0242,ALT0242,Dairy,Butter,Salted Butter Family Pack - Chef Select,Chef Select,375.0,g,1,1.50,,eur,limited,Lidl,Milan,02-04-2026,,limited edition
LID-00243,CP0243,ALT0243,Dairy,Cheese,PARMIGIANO REGGIANO FAMILY PACK 150G, Combino,150.0,g,3, 1.32 , 1.06 ,Euro,limited,Lidl,Milano,2026-04-08,5347491624755,new
LID-00244,CP0244,ALT0244,Dairy,Cheese,Chef Select Gorgonzola Family Pack,Chef Select,112.5,g,4,2.56,2.02,EUR,low stock,Lidl,Milan,2026-04-07,,promo shelf
LID-00245,CP0245,ALT0245,Dairy,Cheese,Ricotta Family Pack,Cien,312.5,g,1, 2.96 , 2.61 ,Euro,,Lidl,MILANO,2026-04-23 08:34:00,8029424090367,seasonal item
LID-00246,CP0246,ALT0246,Bakery,Bread,Bellarom Whole Wheat Bread Family Pack,Bellarom ,375.0,g,6,"€2,81",,Euro,low stock,Lidl,milan,2026/03/24 16:42,2308340242403,check allergen label
LID-00247,CP0247,ALT0247,Bakery,Bread,chef select ciabatta family pack,Chef Select,450.0,g,4,2.57,,EUR,OUT OF STOCK,Lidl,milan,2026-04-09 15:59:00,9164983735439,
LID-00248,CP0248,ALT0248,Bakery,Bread,Sandwich Bread Family Pack - W5,W5,550,g,1,2.77,,€,in stock,Lidl,Milan,2026-01-17 11:17:00,2163761820916,imported
LID-00249,CP0249,ALT0249,Bakery,Croissants,Milbona Butter Croissant Family Pack,Milbona,6,pcs,1, 2.59 ,,eur,available,Lidl,MILANO,2026/01/17 18:41,3084810018418,limited edition
LID-00250,CP0250,ALT0250,Bakery,Croissants,CHOCOLATE CROISSANT FAMILY PACK - W5,W5,7.5,pcs,1,1.34,,Euro,limited,Lidl,Milan,2026-04-18,1510922685926,private label
LID-00251,CP0251,ALT0251,Bakery,Cookies,Chocolate Chip Cookies Family Pack,Barilla,450.0,g,4,"1,50",,€,limited,Lidl,MILANO,2026-01-17 21:53:00,4215226557676,limited edition
LID-00252,CP0252,ALT0252,Bakery,Cookies,Digestive Biscuits Family Pack - Cien,Cien,400,g,8,"€2,61",2.10,eur,,Lidl,milan,2026-05-01,7210552472863,promo shelf
LID-00253,CP0253,ALT0253,Produce,Tomatoes,Sondey Cherry Tomatoes Family Pack,Sondey,500,g,1,EUR 1.68,,eur,in stock,Lidl,Milan,2026-04-21,6227284765704,check allergen label
LID-00254,CP0254,ALT0254,Produce,Tomatoes,Milbona Round Tomatoes Family Pack,Milbona,1.5,kg,6,"1,80", 1.44 ,EUR,low stock,Lidl,Milan,2026-01-26 17:35:00,,imported
LID-00255,CP0255,ALT0255,Produce,Salad,Bellarom Iceberg Lettuce Family Pack,Bellarom,1.5,pcs,6,"€2,46",,€,in stock,Lidl,Milan,21/02/2026,4383034199097,check allergen label
LID-00256,CP0256,ALT0256,Produce,Salad,Mulino Bianco Rocket Salad Family Pack,Mulino Bianco,156.25,g,3, 1.44 ,,Euro,,Lidl,Milan,28-04-2026,0422711332288,check allergen label
LID-00257,CP0257,ALT0257,Produce,Apples,Golden Apples Family Pack,Bellarom,1,kg,6,"1,71",,Euro,in stock,Lidl,Milan,2026-01-23,7524214955112,
LID-00258,CP0258,ALT0258,Produce,Apples,Pink Lady Apples Family Pack,Sondey,1.5,kg,8,"€3,60",,eur,available,Lidl,milan,15-03-2026,4090380214629,seasonal item
LID-00259,CP0259,ALT0259,Produce,Bananas,Bananas Family Pack - Milbona,Milbona,1,kg,8, 2.45 ,2.00,€,OUT OF STOCK,Lidl,MILANO,04-04-2026,7082723590960,
LID-00260,CP0260,ALT0260,Produce,Potatoes,Potatoes Family Pack 2kg,Cien,2,kg,6,EUR 1.89,EUR 1.33,eur,,Lidl,Milan,15-01-2026,4235677826596,limited edition
LID-00261,CP0261,ALT0261,Meat,Chicken, Chicken Breast Family Pack - Bellarom ,Bellarom,500.0,g,4,EUR 5.90, 5.11 ,EUR,available,Lidl,Milan,2026-02-09 09:20:00,3368296353390,
LID-00262,CP0262,ALT0262,Meat,Chicken,Cien Chicken Thighs Family Pack,Cien,500,g,1, 4.58 ,,EUR,limited,Lidl,milan,09/04/2026,6464911110961,imported
LID-00263,CP0263,ALT0263,Meat,Beef,Bellarom Minced Beef Family Pack,Bellarom,500.0,g,3, 5.54 ,,Euro,available,Lidl,MILANO,01/05/2026,4446306000258,check allergen label
LID-00264,CP0264,ALT0264,Meat,Beef,Beef Steak Family Pack,Cien ,450.0,g,6,5.87,,€,low stock,Lidl,Milan,19/04/2026,9648253110609,new
LID-00265,CP0265,ALT0265,Meat,Cured Meats,Ferrero Prosciutto Cotto Family Pack,Ferrero,150.0,g,8,EUR 3.21,,€,,Lidl,Milan,2026-02-10 23:20:00,1791124421175,private label
LID-00266,CP0266,ALT0266,Meat,Cured Meats,Salame Milano Family Pack 75g,Chef Select,75.0,g,1,5.10,,eur,,Lidl,Milano,16-04-2026,9802841390808,new
LID-00267,CP0267,ALT0267,Pantry,Pasta,Spaghetti Family Pack - Combino,Combino,500,g,2,"€1,98",1.55,Euro,available,Lidl,MILANO,03/01/2026,4619942376769,
LID-00268,CP0268,ALT0268,Pantry,Pasta,Cien Penne Rigate Family Pack,Cien,500,g,4,2.80,,€,available,LIDL,milan,08/03/2026,,
LID-00269,CP0269,ALT0269,Pantry,Pasta,Fusilli Family Pack - Cien,Cien,375.0,g,1,"2,00",,eur,in stock,Lidl,Milano,17-02-2026,5330770461172,private label
LID-00270,CP0270,ALT0270,Pantry,Rice,Carnaroli Rice Family Pack - W5,W5,1,kg,,,,Euro,in stock,Lidl,MILANO,2026/01/29 14:43,6185790647715,imported
LID-00271,CP0271,ALT0271,Pantry,Rice,Milbona Basmati Rice Family Pack,Milbona,0.75,kg,6,3.85, 3.65 ,EUR,in stock,lidl,Milano,2026-03-29 13:16:00,6422971252967,new
LID-00272,CP0272,ALT0272,Pantry,Sauce,Tomato Passata Family Pack - Bellarom,Bellarom,1050.0,ml,4,3.41,,eur,,Lidl,MILANO,24/04/2026,6371539885472,imported
LID-00273,CP0273,ALT0273,Pantry,Sauce,Pesto Genovese Family Pack - Milbona,Milbona,285.0,g,2,"2,63",,Euro,in stock,Lidl,Milan,2026/04/29 09:49,,check allergen label
LID-00274,CP0274,ALT0274,Pantry,Oil,Extra Virgin Olive Oil Family Pack,sondey,1,l,1,EUR 4.11,"3,32",€,limited,Lidl,milan,2026-02-23 04:29:00,0313100943181,check allergen label
LID-00275,CP0275,ALT0275,Pantry,Oil,Sunflower Oil Family Pack 1.5l,Ferrero,1.5,l,3,1.94,,eur,low stock,Lidl,MILANO,27/01/2026,1225720765024,imported
LID-00276,CP0276,ALT0276,Pantry,Flour,Combino All Purpose Flour Family Pack,Combino,1,kg,8,"4,23",,eur,in stock,Lidl,milan,2026/03/05 08:13,4745705458971,new
LID-00277,CP0277,ALT0277,Pantry ,Flour,Mutti 00 Flour Family Pack,Mutti,0.75,kg,4,EUR 2.75,,€,,Lidl,MILANO,2026/01/09 07:49,5569644309859,imported
LID-00278,CP0278,ALT0278,Pantry,Sugar,White Sugar Family Pack,Parmalat,0.75,kg,1,4.23,,€,in stock,Lidl,Milan,2026-03-26,0650042548821,imported
LID-00279,CP0279,ALT0279,Pantry,Sugar,Brown Sugar Family Pack - Combino,Combino,0.75,kg,1, 4.09 ,,€,low stock,Lidl,MILANO,2026-02-04 13:09:00,3426834414978,imported
LID-00280,CP0280,ALT0280,Pantry,Coffee,Galbani Ground Coffee Family Pack,Galbani,250,g,,EUR 2.84,,EUR,limited,Lidl,milan,2026-01-21 16:23:00,9894062607870,imported
LID-00281,CP0281,ALT0281,Pantry,Coffee,Bellarom Coffee Beans Family Pack,Bellarom,375.0,g,8,"€1,93",,eur,low stock,Lidl,MILANO,14/04/2026,4079311029181,private label
LID-00282,CP0282,ALT0282,Pantry,Cereal,Corn Flakes Family Pack 281.25g ,Chef Select,281.25,g,6,2.84,EUR 2.07,eur,,LIDL,Milan,2026-04-10 07:13:00,7441975466176,imported
LID-00283,CP0283,ALT0283,Pantry,Cereal,Combino Muesli Family Pack,Combino,750,g,3,EUR 1.99,,Euro,OUT OF STOCK,LIDL,milan,2026/02/26 07:47,8681225957244,
LID-00284,CP0284,ALT0284,Frozen,Pizza,Margherita Pizza Family Pack 262.5g,Milbona,262.5,g,3,3.59,,eur,limited,Lidl,Milano,2026/02/27 02:30,3126610941017,seasonal item
LID-00285,CP0285,ALT0285,Frozen,Pizza,Vegetable Pizza Family Pack - Italiamo,Italiamo,570.0,g,2,"4,32",,EUR,low stock, Lidl ,Milano,05/04/2026,5698152873397,new
LID-00286,CP0286,ALT0286,Frozen,Vegetables,Frozen Peas Family Pack - Cien,Cien,450,g,1,3.48,,eur,OUT OF STOCK,Lidl,milan,2026-03-13,2418938984690,
LID-00287,CP0287,ALT0287,Frozen,Vegetables,Frozen Spinach Family Pack 450g,Milbona,450,g,1, 5.25 ,,EUR,limited,Lidl,Milano,2026-03-18 21:34:00,1872401078356,private label
LID-00288,CP0288,ALT0288,Frozen,Fish,Chef Select Frozen Salmon Fillets Family Pack,Chef Select,,g,2,EUR 2.15,,eur,available,Lidl,Milan,2026-04-17 09:53:00,5535603319036,promo shelf
LID-00289,CP0289,ALT0289, Frozen,Fish,Bellarom Fish Fingers Family Pack,bellarom,300,g,1,"2,11",,Euro,available,Lidl,Milano,22/04/2026,5374584384588,
LID-00290,CP0290,ALT0290,Beverages,Water,Still Water Family Pack 2.25l,De Cecco,2.25,l,1,"1,78",1.34,Euro,in stock,Lidl,milan,2026/03/27 05:36,1049670667033,promo shelf
